name	nAnno	nOverlap	zscore	pvalue	adjp	namespace	distance	members
abnormal appendicular skeleton morphology	731	6	2.35	0.0097	0.018	Mammalian_phenotype	3	Rb1,Ibsp,Tbx3,Cd44,Ptpre,Plcb1
complete embryonic lethality	394	4	2.38	0.0096	0.018	Mammalian_phenotype	6	Rb1,Tbx3,Ranbp2,Taf7
abnormal eating behavior	570	5	2.3	0.011	0.02	Mammalian_phenotype	4	Gucy2c,Klf7,Itpr2,Klf4,Cckar
abnormal granulocyte physiology	262	3	2.29	0.011	0.02	Mammalian_phenotype	5	Cd44,Cxcl5,Mpp1
abnormal renal tubule morphology	264	3	2.28	0.011	0.02	Mammalian_phenotype	5	Bcl2,Spp1,Notch2
abnormal cardiac muscle contractility	263	3	2.29	0.011	0.02	Mammalian_phenotype	3	Rb1,Spp1,Tbx3
abnormal heartbeat	264	3	2.28	0.011	0.02	Mammalian_phenotype	3	Rb1,Spp1,Tbx3
increased lymphoma incidence	261	3	2.3	0.011	0.02	Mammalian_phenotype	6	Bcl2,Rb1,Cd44
abnormal brain development	764	6	2.23	0.012	0.021	Mammalian_phenotype	4	Rb1,Atoh1,Sox2,Cckar,Prok2,Olig3
weight loss	416	4	2.25	0.012	0.021	Mammalian_phenotype	6	Bcl2,Rb1,Cd44,Itpr2
decreased inflammatory response	268	3	2.25	0.012	0.021	Mammalian_phenotype	4	Spp1,Cd44,Cxcl5
reduced male fertility	267	3	2.26	0.012	0.021	Mammalian_phenotype	4	Sox2,Tbx3,Plcb1
abnormal cerebrum morphology	585	5	2.23	0.012	0.021	Mammalian_phenotype	6	Rb1,Sox2,Klf7,Plcb1,Olig3
abnormal hepatobiliary system physiology	425	4	2.2	0.013	0.022	Mammalian_phenotype	2	Cd44,Notch2,Abcg2,Cckar
decreased susceptibility to infection	274	3	2.2	0.013	0.022	Mammalian_phenotype	5	Gucy2c,Spp1,Cxcl5
abnormal food intake	425	4	2.2	0.013	0.022	Mammalian_phenotype	5	Gucy2c,Klf7,Itpr2,Cckar
increased apoptosis	771	6	2.21	0.013	0.022	Mammalian_phenotype	5	Bcl2,Rb1,Sox2,Cd44,Notch2,Atg3
decreased neuron number	428	4	2.19	0.013	0.022	Mammalian_phenotype	5	Bcl2,Rb1,Atoh1,Sox2
increased cell death	775	6	2.19	0.013	0.022	Mammalian_phenotype	4	Bcl2,Rb1,Sox2,Cd44,Notch2,Atg3
altered susceptibility to bacterial infection	426	4	2.2	0.013	0.022	Mammalian_phenotype	5	Gucy2c,Spp1,Cxcl5,Cxcl15
abnormal macrophage morphology	433	4	2.16	0.014	0.023	Mammalian_phenotype	5	Rb1,Spp1,Cd44,Ptpre
abnormal cell cycle	282	3	2.14	0.014	0.023	Mammalian_phenotype	3	Rb1,Notch2,Ranbp2
abnormal cholesterol homeostasis	602	5	2.16	0.014	0.023	Mammalian_phenotype	4	Bcl2,Spp1,Cd44,Cat,Cckar
abnormal interleukin level	281	3	2.15	0.014	0.023	Mammalian_phenotype	6	Spp1,Cd44,Cxcl5
abnormal inner ear morphology	284	3	2.13	0.015	0.024	Mammalian_phenotype	3	Rb1,Atoh1,Sox2
abnormal triglyceride level	439	4	2.13	0.015	0.024	Mammalian_phenotype	5	Gucy2c,Bcl2,Spp1,Cat
abnormal CNS glial cell morphology	288	3	2.1	0.015	0.024	Mammalian_phenotype	4	Rb1,Sox2,Spp1
abnormal respiratory system morphology	798	6	2.12	0.015	0.024	Mammalian_phenotype	2	Bcl2,Rb1,Sox2,Spp1,Notch2,Cckar
abnormal T cell differentiation	443	4	2.11	0.015	0.024	Mammalian_phenotype	8	Bcl2,Rb1,Notch2,Taf7
abnormal testis weight	285	3	2.12	0.015	0.024	Mammalian_phenotype	8	Rb1,Plcb1,Nxf3
abnormal protein level	985	7	2.14	0.014	0.024	Mammalian_phenotype	3	Rb1,Spp1,Cd44,Klf7,Zfp715,Notch2,Cxcl5
abnormal neutrophil cell number	286	3	2.12	0.015	0.024	Mammalian_phenotype	8	Spp1,Cxcl5,Cxcl15
abnormal pericardium morphology	293	3	2.07	0.016	0.025	Mammalian_phenotype	4	Rb1,Tbx3,Notch2
decreased germ cell number	454	4	2.05	0.017	0.026	Mammalian_phenotype	5	Bcl2,Sox2,Nxf3,Zfp42
abnormal effector T cell morphology	629	5	2.05	0.017	0.026	Mammalian_phenotype	8	Bcl2,Cd44,Zfp715,Atg3,Taf7
decreased length of long bones	298	3	2.03	0.017	0.026	Mammalian_phenotype	5	Rb1,Ibsp,Cd44
impaired glucose tolerance	295	3	2.05	0.016	0.026	Mammalian_phenotype	5	Gucy2c,Abcg2,Ranbp2
abnormal T cell number	812	6	2.07	0.017	0.026	Mammalian_phenotype	8	Bcl2,Rb1,Spp1,Zfp715,Atg3,Taf7
abnormal physiological response to xenobiotic	622	5	2.08	0.016	0.026	Mammalian_phenotype	2	Spp1,Cat,Klf4,Abcg2,Ranbp2
small testis	458	4	2.04	0.018	0.027	Mammalian_phenotype	6	Rb1,Sox2,Nxf3,Zfp42
abnormal lens morphology	300	3	2.02	0.017	0.027	Mammalian_phenotype	4	Rb1,Sox2,Klf4
abnormal ear morphology	457	4	2.04	0.017	0.027	Mammalian_phenotype	2	Bcl2,Rb1,Atoh1,Sox2
abnormal kidney physiology	460	4	2.03	0.018	0.027	Mammalian_phenotype	3	Bcl2,Spp1,Cd44,Notch2
abnormal neutrophil morphology	301	3	2.01	0.018	0.027	Mammalian_phenotype	7	Spp1,Cxcl5,Cxcl15
abnormal gametes	469	4	1.98	0.019	0.028	Mammalian_phenotype	5	Bcl2,Sox2,Nxf3,Zfp42
increased carcinoma incidence	307	3	1.97	0.019	0.028	Mammalian_phenotype	7	Rb1,Ranbp2,Perp
abnormal eye physiology	465	4	2	0.019	0.028	Mammalian_phenotype	2	Rb1,Sox2,Klf4,Ranbp2
complete postnatal lethality	640	5	2.01	0.018	0.028	Mammalian_phenotype	6	Rb1,Atoh1,Spp1,Klf7,Perp
partial preweaning lethality	307	3	1.97	0.019	0.028	Mammalian_phenotype	4	Rb1,Tbx3,Klf8
abnormal intestine morphology	471	4	1.97	0.02	0.029	Mammalian_phenotype	3	Bcl2,Rb1,Atoh1,Klf4
abnormal pancreas morphology	312	3	1.94	0.02	0.029	Mammalian_phenotype	3	Itpr2,Notch2,Cckar
partial embryonic lethality during organogenesis	313	3	1.94	0.02	0.029	Mammalian_phenotype	7	Rb1,Tbx3,Klf8
abnormal granulocyte number	470	4	1.98	0.019	0.029	Mammalian_phenotype	5	Spp1,Cd44,Cxcl5,Cxcl15
pigmentation phenotype	477	4	1.94	0.021	0.03	Mammalian_phenotype	1	Bcl2,Rb1,Sox2,Notch2
internal hemorrhage	316	3	1.92	0.021	0.03	Mammalian_phenotype	5	Rb1,Spp1,Notch2
edema	479	4	1.94	0.021	0.03	Mammalian_phenotype	4	Rb1,Sox2,Tbx3,Notch2
abnormal hair growth	319	3	1.9	0.021	0.03	Mammalian_phenotype	5	Sox2,Notch2,Klf4
abnormal involuntary movement	853	6	1.94	0.021	0.03	Mammalian_phenotype	4	Rb1,Atoh1,Sox2,Spp1,Klf7,Plcb1
increased T cell number	483	4	1.92	0.022	0.03	Mammalian_phenotype	9	Bcl2,Spp1,Zfp715,Taf7
abnormal myeloid leukocyte morphology	849	6	1.95	0.021	0.03	Mammalian_phenotype	5	Rb1,Spp1,Cd44,Ptpre,Cxcl5,Cxcl15
abnormal intestine physiology	315	3	1.92	0.02	0.03	Mammalian_phenotype	3	Rb1,Atoh1,Cd44
abnormal circulating cytokine level	316	3	1.92	0.021	0.03	Mammalian_phenotype	5	Spp1,Cd44,Cxcl5
abnormal sensory capabilities/reflexes/nociception	857	6	1.93	0.022	0.031	Mammalian_phenotype	3	Rb1,Atoh1,Sox2,Spp1,Klf7,Plcb1
decreased alpha-beta T cell number	325	3	1.86	0.023	0.032	Mammalian_phenotype	10	Bcl2,Atg3,Taf7
abnormal consumption behavior	679	5	1.87	0.024	0.033	Mammalian_phenotype	3	Gucy2c,Klf7,Itpr2,Klf4,Cckar
abnormal interleukin secretion	494	4	1.87	0.023	0.033	Mammalian_phenotype	5	Spp1,Cd44,Notch2,Cxcl5
abnormal artery morphology	503	4	1.83	0.025	0.034	Mammalian_phenotype	4	Bcl2,Spp1,Cd44,Notch2
abnormal granulocyte morphology	502	4	1.83	0.025	0.034	Mammalian_phenotype	5	Spp1,Cd44,Cxcl5,Cxcl15
abnormal CD8-positive, alpha-beta T cell number	335	3	1.8	0.025	0.034	Mammalian_phenotype	10	Bcl2,Atg3,Taf7
abnormal alpha-beta T cell number	501	4	1.84	0.025	0.034	Mammalian_phenotype	9	Bcl2,Zfp715,Atg3,Taf7
small gonad	504	4	1.82	0.025	0.035	Mammalian_phenotype	5	Rb1,Sox2,Nxf3,Zfp42
abnormal respiratory system physiology	886	6	1.84	0.026	0.035	Mammalian_phenotype	2	Rb1,Atoh1,Sox2,Cd44,Klf7,Olig3
abnormal acute inflammation	338	3	1.78	0.026	0.035	Mammalian_phenotype	4	Spp1,Cd44,Cxcl5
abnormal male reproductive system physiology	885	6	1.84	0.026	0.035	Mammalian_phenotype	3	Rb1,Sox2,Tbx3,Plcb1,Klf4,Nxf3
abnormal posterior eye segment morphology	689	5	1.83	0.026	0.035	Mammalian_phenotype	3	Bcl2,Rb1,Sox2,Zfp715,Notch2
abnormal endocrine gland morphology	895	6	1.81	0.027	0.036	Mammalian_phenotype	3	Bcl2,Rb1,Sox2,Notch2,Atg3,Taf7
abnormal vascular development	519	4	1.76	0.028	0.038	Mammalian_phenotype	4	Rb1,Spp1,Tbx3,Cd44
abnormal hindbrain morphology	518	4	1.76	0.028	0.038	Mammalian_phenotype	4	Bcl2,Rb1,Atoh1,Olig3
abnormal muscle physiology	907	6	1.78	0.029	0.038	Mammalian_phenotype	2	Bcl2,Rb1,Sox2,Spp1,Tbx3,Cd44
abnormal primary sex determination	520	4	1.75	0.029	0.038	Mammalian_phenotype	4	Rb1,Sox2,Nxf3,Zfp42
abnormal developmental patterning	524	4	1.74	0.029	0.039	Mammalian_phenotype	3	Sox2,Tbx3,Notch2,Serpinb5
embryonic growth retardation	525	4	1.73	0.03	0.039	Mammalian_phenotype	3	Rb1,Tbx3,Notch2,Klf8
abnormal hearing physiology	357	3	1.68	0.031	0.04	Mammalian_phenotype	3	Rb1,Atoh1,Sox2
abnormal thymus morphology	533	4	1.7	0.031	0.041	Mammalian_phenotype	3	Bcl2,Rb1,Atg3,Taf7
abnormal cartilage morphology	371	3	1.6	0.035	0.044	Mammalian_phenotype	3	Rb1,Sox2,Cd44
abnormal gametogenesis	742	5	1.65	0.035	0.044	Mammalian_phenotype	3	Bcl2,Rb1,Sox2,Nxf3,Zfp42
abnormal skin morphology	941	6	1.68	0.034	0.044	Mammalian_phenotype	2	Rb1,Cd44,Notch2,Klf4,Abcg2,Perp
abnormal cardiovascular development	735	5	1.68	0.034	0.044	Mammalian_phenotype	3	Rb1,Spp1,Tbx3,Cd44,Notch2
abnormal physical strength	373	3	1.59	0.035	0.044	Mammalian_phenotype	4	Spp1,Cd44,Zfp715
abnormal response to injury	547	4	1.64	0.034	0.044	Mammalian_phenotype	2	Spp1,Cd44,Tnni3k,Klf4
abnormal muscle contractility	373	3	1.59	0.035	0.044	Mammalian_phenotype	3	Rb1,Spp1,Tbx3
abnormal professional antigen presenting cell morphology	941	6	1.68	0.034	0.044	Mammalian_phenotype	4	Bcl2,Rb1,Spp1,Cd44,Ptpre,Notch2
abnormal endocrine gland physiology	369	3	1.61	0.034	0.044	Mammalian_phenotype	3	Bcl2,Taf7,Perp
increased malignant tumor incidence	380	3	1.56	0.037	0.047	Mammalian_phenotype	6	Rb1,Ranbp2,Perp
abnormal sex determination	560	4	1.59	0.038	0.047	Mammalian_phenotype	3	Rb1,Sox2,Nxf3,Zfp42
abnormal glial cell morphology	379	3	1.56	0.037	0.047	Mammalian_phenotype	3	Rb1,Sox2,Spp1
abnormal mononuclear phagocyte morphology	562	4	1.59	0.038	0.047	Mammalian_phenotype	6	Rb1,Spp1,Cd44,Ptpre
abnormal liver physiology	388	3	1.52	0.04	0.049	Mammalian_phenotype	3	Cd44,Notch2,Abcg2
abnormal sperm number	388	3	1.52	0.04	0.049	Mammalian_phenotype	4	Sox2,Nxf3,Zfp42
abnormal bone structure	761	5	1.59	0.039	0.049	Mammalian_phenotype	3	Spp1,Ibsp,Mepe,Cd44,Ptpre
abnormal hormone level	975	6	1.59	0.04	0.049	Mammalian_phenotype	3	Gucy2c,Bcl2,Sox2,Spp1,Klf4,Frk
abnormal heart size	569	4	1.56	0.04	0.049	Mammalian_phenotype	4	Gucy2c,Rb1,Spp1,Notch2
partial neonatal lethality	390	3	1.51	0.04	0.049	Mammalian_phenotype	7	Rb1,Cd44,Notch2
abnormal lymph organ size	976	6	1.58	0.041	0.05	Mammalian_phenotype	4	Bcl2,Rb1,Spp1,Notch2,Atg3,Taf7
abnormal limb morphology	782	5	1.53	0.044	0.053	Mammalian_phenotype	2	Rb1,Ibsp,Tbx3,Cd44,Ptpre
abnormal ear physiology	402	3	1.45	0.044	0.053	Mammalian_phenotype	2	Rb1,Atoh1,Sox2
decreased male germ cell number	400	3	1.46	0.044	0.053	Mammalian_phenotype	6	Sox2,Nxf3,Zfp42
abnormal CD4-positive, alpha beta T cell number	401	3	1.46	0.044	0.053	Mammalian_phenotype	10	Zfp715,Atg3,Taf7
abnormal blood vessel physiology	405	3	1.44	0.045	0.054	Mammalian_phenotype	3	Bcl2,Spp1,Cd44
abnormal liver morphology	998	6	1.53	0.045	0.054	Mammalian_phenotype	3	Gucy2c,Rb1,Spp1,Tbx3,Notch2,Abcg2
abnormal placenta morphology	403	3	1.45	0.045	0.054	Mammalian_phenotype	4	Rb1,Sox2,Notch2
partial postnatal lethality	786	5	1.51	0.045	0.054	Mammalian_phenotype	6	Bcl2,Rb1,Sox2,Tbx3,Notch2
abnormal lung morphology	598	4	1.45	0.048	0.056	Mammalian_phenotype	3	Rb1,Sox2,Spp1,Notch2
prenatal growth retardation	597	4	1.46	0.047	0.056	Mammalian_phenotype	3	Rb1,Tbx3,Notch2,Klf8
abnormal spermatogenesis	602	4	1.44	0.049	0.057	Mammalian_phenotype	4	Rb1,Sox2,Nxf3,Zfp42
abnormal retinal layer morphology	415	3	1.39	0.049	0.057	Mammalian_phenotype	6	Bcl2,Rb1,Sox2
abnormal germ cell morphology	609	4	1.41	0.051	0.059	Mammalian_phenotype	4	Bcl2,Sox2,Nxf3,Zfp42
abnormal cytokine level	418	3	1.38	0.05	0.059	Mammalian_phenotype	4	Spp1,Cd44,Cxcl5
abnormal coat appearance	612	4	1.4	0.052	0.06	Mammalian_phenotype	4	Bcl2,Sox2,Notch2,Klf4
abnormal heart ventricle morphology	619	4	1.38	0.054	0.062	Mammalian_phenotype	4	Rb1,Spp1,Tbx3,Notch2
abnormal intercellular signaling peptide or protein level	428	3	1.33	0.054	0.062	Mammalian_phenotype	4	Spp1,Cd44,Cxcl5
abnormal retina morphology	624	4	1.36	0.055	0.064	Mammalian_phenotype	5	Bcl2,Rb1,Sox2,Zfp715
abnormal ocular fundus morphology	630	4	1.34	0.057	0.066	Mammalian_phenotype	4	Bcl2,Rb1,Sox2,Zfp715
abnormal coat/ hair morphology	638	4	1.31	0.06	0.069	Mammalian_phenotype	3	Bcl2,Sox2,Notch2,Klf4
abnormal circulating enzyme level	446	3	1.26	0.061	0.069	Mammalian_phenotype	4	Rb1,Zfp715,Notch2
hearing/vestibular/ear phenotype	640	4	1.31	0.061	0.069	Mammalian_phenotype	1	Bcl2,Rb1,Atoh1,Sox2
complete preweaning lethality	445	3	1.26	0.06	0.069	Mammalian_phenotype	4	Klf7,Ranbp2,Atg3
abnormal circulating insulin level	450	3	1.24	0.062	0.071	Mammalian_phenotype	4	Gucy2c,Bcl2,Spp1
abnormal synaptic transmission	650	4	1.27	0.064	0.072	Mammalian_phenotype	3	Cd44,Ptpre,Plcb1,Grik3
abnormal gastrulation	455	3	1.22	0.064	0.073	Mammalian_phenotype	4	Sox2,Tbx3,Serpinb5
abnormal circulating hormone level	864	5	1.29	0.065	0.073	Mammalian_phenotype	4	Gucy2c,Bcl2,Spp1,Klf4,Frk
abnormal lymphopoiesis	658	4	1.25	0.067	0.075	Mammalian_phenotype	7	Bcl2,Rb1,Notch2,Taf7
abnormal metencephalon morphology	465	3	1.18	0.069	0.076	Mammalian_phenotype	5	Bcl2,Rb1,Atoh1
abnormal kidney morphology	874	5	1.26	0.068	0.076	Mammalian_phenotype	3	Bcl2,Spp1,Plcb1,Notch2,Cckar
abnormal cytokine secretion	671	4	1.21	0.071	0.079	Mammalian_phenotype	4	Spp1,Cd44,Notch2,Cxcl5
decreased cell proliferation	476	3	1.14	0.074	0.081	Mammalian_phenotype	4	Cd44,Notch2,Serpinb5
abnormal extraembryonic tissue morphology	688	4	1.15	0.078	0.086	Mammalian_phenotype	3	Rb1,Sox2,Tbx3,Notch2
abnormal skin appearance	488	3	1.09	0.079	0.087	Mammalian_phenotype	3	Rb1,Notch2,Klf4
increased lymphocyte cell number	705	4	1.1	0.084	0.092	Mammalian_phenotype	7	Bcl2,Spp1,Zfp715,Taf7
abnormal renal/urinary system morphology	929	5	1.12	0.086	0.094	Mammalian_phenotype	2	Bcl2,Spp1,Plcb1,Notch2,Cckar
abnormal nephron morphology	508	3	1.02	0.089	0.097	Mammalian_phenotype	4	Bcl2,Spp1,Notch2
abnormal female reproductive system physiology	719	4	1.06	0.09	0.098	Mammalian_phenotype	3	Rb1,Tbx3,Plcb1,Notch2
enlarged spleen	519	3	0.98	0.094	0.1	Mammalian_phenotype	6	Bcl2,Spp1,Notch2
postnatal growth retardation	959	5	1.04	0.097	0.1	Mammalian_phenotype	4	Bcl2,Rb1,Plcb1,Itpr2,Notch2
abnormal enzyme/coenzyme level	522	3	0.97	0.096	0.1	Mammalian_phenotype	3	Rb1,Zfp715,Notch2
abnormal renal/urinary system physiology	736	4	1.01	0.097	0.1	Mammalian_phenotype	2	Bcl2,Spp1,Cd44,Notch2
abnormal definitive hematopoiesis	981	5	0.991	0.11	0.11	Mammalian_phenotype	6	Bcl2,Rb1,Cd44,Notch2,Taf7
abnormal spleen size	752	4	0.967	0.1	0.11	Mammalian_phenotype	5	Bcl2,Spp1,Notch2,Atg3
abnormal leukopoiesis	758	4	0.95	0.11	0.11	Mammalian_phenotype	4	Bcl2,Rb1,Notch2,Taf7
abnormal male germ cell morphology	530	3	0.942	0.1	0.11	Mammalian_phenotype	5	Sox2,Nxf3,Zfp42
abnormal bone marrow cell morphology/development	547	3	0.885	0.11	0.12	Mammalian_phenotype	3	Rb1,Spp1,Abcg2
hemorrhage	567	3	0.82	0.12	0.13	Mammalian_phenotype	4	Rb1,Spp1,Notch2
abnormal CNS synaptic transmission	566	3	0.823	0.12	0.13	Mammalian_phenotype	4	Cd44,Plcb1,Grik3
abnormal cholesterol level	595	3	0.733	0.14	0.14	Mammalian_phenotype	5	Spp1,Cd44,Cat
abnormal sterol level	610	3	0.688	0.15	0.15	Mammalian_phenotype	5	Spp1,Cd44,Cat
reduced fertility	624	3	0.647	0.15	0.16	Mammalian_phenotype	4	Sox2,Tbx3,Plcb1
abnormal embryonic growth/weight/body size	877	4	0.645	0.17	0.17	Mammalian_phenotype	3	Rb1,Tbx3,Notch2,Klf8
abnormal locomotor coordination	645	3	0.588	0.17	0.17	Mammalian_phenotype	6	Rb1,Atoh1,Sox2
abnormal circulating glucose level	673	3	0.512	0.19	0.19	Mammalian_phenotype	4	Bcl2,Spp1,Itpr2
abnormal metabolism	668	3	0.525	0.18	0.19	Mammalian_phenotype	2	Bcl2,Rb1,Cat
embryonic lethality during organogenesis	926	4	0.532	0.2	0.2	Mammalian_phenotype	6	Rb1,Tbx3,Notch2,Klf8
abnormal blood circulation	693	3	0.459	0.2	0.21	Mammalian_phenotype	3	Rb1,Spp1,Notch2
abnormal erythrocyte morphology	696	3	0.451	0.2	0.21	Mammalian_phenotype	5	Rb1,Spp1,Zfp715
abnormal spleen morphology	968	4	0.439	0.22	0.23	Mammalian_phenotype	3	Bcl2,Spp1,Notch2,Atg3
complete embryonic lethality during organogenesis	737	3	0.349	0.23	0.24	Mammalian_phenotype	7	Rb1,Tbx3,Notch2
abnormal vertebral column morphology	754	3	0.308	0.24	0.25	Mammalian_phenotype	4	Rb1,Klf7,Plcb1
abnormal erythroid lineage cell morphology	755	3	0.305	0.25	0.25	Mammalian_phenotype	5	Rb1,Spp1,Zfp715
abnormal motor coordination/ balance	804	3	0.192	0.28	0.29	Mammalian_phenotype	4	Rb1,Sox2,Cd44
abnormal adipose tissue morphology	898	3	-0.00708	0.36	0.36	Mammalian_phenotype	2	Gucy2c,Bcl2,Rb1
adipose tissue phenotype	913	3	-0.0371	0.37	0.37	Mammalian_phenotype	1	Gucy2c,Bcl2,Rb1
abnormal embryonic tissue morphology	947	3	-0.104	0.39	0.39	Mammalian_phenotype	3	Sox2,Tbx3,Serpinb5
abnormal muscle morphology	950	3	-0.109	0.4	0.4	Mammalian_phenotype	2	Bcl2,Rb1,Notch2
